CustomerID;Gender;Age;Annual Income ($);Spending Score (1-5);Profession;Work Experience;Family Size
1509;Female;1;90341;5;Doctor;0;2
1510;Female;67;118348;5;Engineer;1;7
1511;Male;56;137428;5;Artist;0;2
1512;Female;51;58006;5;Executive;1;5
1513;Male;93;121513;5;Engineer;0;6
1514;Female;64;146794;5;Healthcare;8;3
1515;Female;7;137354;5;Artist;8;7
1516;Female;12;63334;5;Artist;0;6
1517;Male;78;163514;5;Doctor;9;2
1518;Female;25;136146;5;Artist;6;6
1519;Male;9;130186;5;Artist;9;7
1520;Male;58;85908;5;Artist;5;4
1521;Female;16;75831;5;Healthcare;10;7
1522;Male;63;126380;5;Artist;6;1
1523;Male;27;80783;5;Artist;9;3
1524;Male;71;85908;5;Entertainment;5;4
1525;Female;88;139806;5;Entertainment;4;4
1526;Female;5;124702;5;Artist;10;3
1527;Female;80;178866;5;Artist;8;4
1528;Female;19;147052;5;Doctor;9;4
1529;Female;97;167558;5;Artist;4;7
1530;Male;72;166043;5;Doctor;7;6
1531;Female;86;117203;5;Healthcare;10;3
1532;Male;19;179269;5;Entertainment;6;3
1533;Female;84;136254;5;Engineer;5;6
1534;Male;69;143987;5;Healthcare;10;5
1535;Female;41;91715;5;Entertainment;0;3
1536;Female;39;70280;5;Engineer;0;4
1537;Female;90;70030;5;Healthcare;1;2
1538;Female;92;166163;5;Engineer;8;5
1539;Male;90;182910;5;Entertainment;0;1
1540;Female;93;93964;5;Artist;4;2
1541;Female;3;136316;5;Executive;0;3
1542;Male;25;100964;5;Marketing;1;6
1543;Male;86;129914;5;Artist;1;3
1544;Female;56;138864;5;Artist;0;5
1545;Male;55;148875;5;Artist;0;4
1546;Male;91;82992;5;Entertainment;1;5
1547;Female;80;104820;5;Artist;2;4
1548;Male;74;164976;5;Entertainment;0;4
1549;Female;71;152910;5;Artist;1;6
1550;Male;30;173096;5;Healthcare;0;3
1551;Female;52;121172;5;Healthcare;5;4
1552;Male;17;131863;5;Artist;1;7
1553;Male;45;88707;5;Healthcare;0;5
1554;Male;15;188696;5;Homemaker;8;3
1555;Female;78;91213;5;Lawyer;3;5
1556;Female;83;166650;5;Healthcare;1;3
1557;Male;75;126469;5;Entertainment;1;2
1558;Male;82;150012;5;Healthcare;3;6
1559;Male;37;133850;5;Marketing;9;3
1560;Female;25;81640;5;Entertainment;1;6
1561;Female;9;146950;5;Doctor;6;5
1562;Male;15;128573;5;Executive;1;1
1563;Female;13;132374;5;Marketing;0;3
1564;Male;0;126060;5;Doctor;1;3
1565;Female;83;142720;5;Executive;0;1
1566;Female;18;149915;5;Doctor;14;1
1567;Male;9;124125;5;Artist;1;2
1568;Female;8;53306;5;Engineer;0;2
1569;Female;69;171118;5;Engineer;9;3
1570;Male;67;86289;5;Artist;1;5
1571;Female;5;142351;5;Entertainment;0;7
1572;Female;64;92812;5;Artist;5;7
1573;Female;22;153024;5;Artist;10;7
1574;Female;43;156567;5;Engineer;7;6
1575;Female;87;170333;5;Entertainment;4;2
1576;Male;75;172309;5;Executive;4;1
1577;Female;68;176884;5;Engineer;10;2
1578;Female;80;106709;5;Marketing;10;2
1579;Female;1;89473;5;Lawyer;10;4
1580;Female;70;57596;5;Artist;4;1
1581;Female;67;78489;5;Artist;7;5
1582;Male;94;65483;5;Marketing;10;7
1583;Male;43;103531;5;Artist;10;5
1584;Female;66;184060;5;Artist;10;5
1585;Female;32;185218;5;Healthcare;4;6
1586;Female;20;113767;5;Artist;6;2
1587;Female;90;62504;5;Artist;10;4
1588;Female;91;156574;5;Marketing;0;7
1589;Male;81;152602;5;Entertainment;0;1
1590;Female;84;56809;5;Healthcare;1;2
1591;Female;22;88729;5;Engineer;1;1
1592;Female;63;81199;5;Entertainment;1;2
1593;Female;44;173682;5;Artist;12;6
1594;Female;69;168710;5;Doctor;1;4
1595;Male;16;150193;5;Engineer;2;2
1596;Male;57;102692;5;Healthcare;0;2
1597;Female;63;155638;5;Doctor;1;4
1598;Female;19;134644;5;Executive;1;2
1599;Female;39;61298;5;Artist;0;5
1600;Male;46;126228;5;Marketing;8;2
1601;Male;85;74081;5;Healthcare;4;3
1602;Female;68;53552;5;Marketing;7;6
1603;Female;92;174786;5;Executive;4;3
1604;Female;78;112887;5;Entertainment;9;6
1605;Female;97;75125;5;Executive;8;3
1606;Male;90;158280;5;Executive;6;7
1607;Female;58;149237;5;Entertainment;8;6
1608;Male;59;101698;5;Artist;9;3
1609;Male;73;142502;5;Doctor;5;1
1610;Female;88;146970;5;Artist;7;6
1611;Male;61;182176;5;Artist;9;5
1612;Female;76;124034;5;Executive;10;2
1613;Male;55;107099;5;Executive;4;6
1614;Male;45;140263;5;Entertainment;10;5
1615;Male;60;127438;5;Engineer;7;2
1616;Male;84;104589;5;Artist;10;2
1617;Male;0;165321;5;Doctor;8;1
1618;Male;63;59244;5;Artist;7;1
1619;Female;97;129444;5;Entertainment;5;6
1620;Female;19;54121;5;Engineer;6;3
1621;Male;21;35000;5;Engineer;3;3
1622;Female;23;84000;5;Healthcare;1;3
1623;Female;35;93000;5;Healthcare;4;4
1624;Female;35;62000;5;Artist;0;1
1625;Female;46;42000;5;Artist;13;2
1626;Male;29;52000;5;Artist;1;3
1627;Female;23;20000;5;Artist;5;4
1628;Male;18;62000;5;Homemaker;9;7
1629;Female;21;95000;5;Healthcare;3;4
1630;Male;24;85000;5;Healthcare;0;2
1631;Male;39;6000;5;Healthcare;1;3
1632;Male;40;4000;5;Artist;0;2
1633;Male;20;89000;5;Engineer;1;2
1634;Female;29;92000;5;Executive;5;5
1635;Female;57;32000;5;Engineer;0;2
1636;Male;32;66000;5;Artist;0;5
1637;Female;32;85000;5;Lawyer;1;2
1638;Male;28;26000;5;Marketing;8;5
1639;Male;34;90000;5;Artist;6;3
1640;Male;39;41000;5;Engineer;0;1
1641;Female;27;10000;5;Marketing;8;4
1642;Female;29;50000;5;Healthcare;1;5
1643;Male;19;35000;5;Executive;0;5
1644;Female;31;58000;5;Healthcare;1;5
1645;Female;33;83000;5;Artist;0;5
1646;Male;36;99000;5;Artist;5;2
1647;Female;30;28000;5;Artist;3;4
1648;Male;35;42000;5;Engineer;8;1
1649;Female;32;61000;5;Entertainment;7;5
1650;Female;29;66000;5;Artist;4;4
1651;Male;30;72000;5;Artist;6;2
1652;Female;36;95000;5;Artist;4;2
1653;Female;38;45000;5;Artist;10;4
1654;Male;30;33000;5;Artist;4;2
1655;Female;1;57000;5;Engineer;1;2
1656;Female;0;22000;5;Artist;2;1
1657;Male;49;50000;5;Lawyer;8;1
1658;Female;83;35000;5;Doctor;8;2
1659;Male;76;89000;5;Healthcare;9;4
1660;Female;67;18000;5;Lawyer;0;2
1661;Male;91;9000;5;Healthcare;1;5
1662;Male;23;0;5;Doctor;1;3
1663;Male;80;20000;5;Engineer;1;3
1664;Male;79;73000;5;Homemaker;6;7
1665;Female;52;35000;5;Doctor;2;6
1666;Female;1;12000;5;Doctor;0;3
1667;Female;18;143000;5;Artist;0;2
1668;Male;78;65000;5;Lawyer;1;2
1669;Male;16;9000;5;Executive;7;4
1670;Female;32;63000;5;Executive;1;4
1671;Female;85;140000;5;Entertainment;1;1
1672;Female;21;5000;5;Marketing;0;1
1673;Female;10;68000;5;Doctor;6;3
1674;Female;79;31000;5;Engineer;3;3
1675;Male;32;32000;5;Entertainment;5;2
1676;Male;26;112766;5;Engineer;8;4
1677;Male;72;93921;5;Lawyer;9;2
1678;Male;45;183217;5;Artist;7;2
1679;Male;13;95469;5;Doctor;6;1
1680;Female;63;64589;5;Engineer;7;1
1681;Male;0;173743;5;Artist;0;4
1682;Female;84;173185;5;Artist;3;1
1683;Male;75;142034;5;Entertainment;1;4
1684;Female;4;148431;5;Healthcare;1;8
1685;Female;78;126599;5;Lawyer;0;3
1686;Female;88;166107;5;Artist;13;4
1687;Female;92;67850;5;Artist;9;4
1688;Female;51;72303;5;Lawyer;7;1
1689;Female;89;115811;5;Homemaker;11;4
1690;Male;46;62833;5;Artist;1;2
1691;Female;28;178265;5;Lawyer;2;1
1692;Female;48;167232;5;Doctor;6;4
1693;Male;22;159296;5;Artist;8;1
1694;Female;79;143560;5;Artist;1;3
1695;Male;83;131574;5;Artist;1;2
1696;Female;25;67447;5;Artist;15;2
1697;Female;75;151696;5;Artist;15;1
1698;Female;50;91389;5;Healthcare;11;7
1699;Male;54;186359;5;Doctor;13;2
1700;Male;21;187761;5;Healthcare;2;3
1701;Male;37;102717;5;Healthcare;7;4
1702;Male;83;102647;5;Entertainment;0;2
1703;Female;65;86509;5;Artist;0;4
1704;Female;75;135088;5;Lawyer;1;5
1705;Female;56;183540;5;Entertainment;0;6
1706;Female;68;72847;5;Artist;1;2
1707;Male;1;111558;5;Healthcare;7;4
1708;Male;37;153399;5;Entertainment;1;6
1709;Female;6;162858;5;Artist;0;1
1710;Female;95;66322;5;Artist;0;3
1711;Male;7;70749;5;Artist;13;3
1712;Male;54;65874;5;Artist;7;6
1713;Female;58;67097;5;Engineer;6;1
1714;Male;7;176349;5;Healthcare;8;2
1715;Female;15;181332;5;Artist;14;6
1716;Female;21;153885;5;Artist;6;6
1717;Male;93;120597;5;Artist;2;4
1718;Male;0;186002;5;Doctor;15;2
1719;Male;20;130813;5;Artist;17;5
1720;Female;11;59202;5;Healthcare;5;4
1721;Male;7;134008;5;Entertainment;2;1
1722;Male;76;155622;5;Healthcare;0;2
1723;Female;60;77857;5;Artist;1;6
1724;Female;60;81934;5;Healthcare;1;4
1725;Female;59;130511;5;Artist;3;4
1726;Female;54;144502;5;Lawyer;3;1
1727;Male;12;84547;5;Homemaker;3;3
1728;Male;41;65723;5;Artist;6;7
1729;Female;38;96794;5;Healthcare;6;3
1730;Female;20;111896;5;Executive;1;3
1731;Female;48;174109;5;Entertainment;0;1
1732;Female;37;148196;5;Artist;0;2
1733;Male;85;131742;5;Entertainment;1;1
1734;Female;78;59971;5;Homemaker;14;7
1735;Male;48;115832;5;Artist;2;2
1736;Male;57;152267;5;Engineer;9;5
1737;Female;84;151340;5;Artist;1;7
1738;Female;56;100271;5;Artist;1;5
1739;Male;99;164781;5;Engineer;0;2
1740;Female;25;156016;5;Artist;2;1
1741;Female;35;99300;5;Homemaker;5;2
1742;Male;89;57033;5;Artist;0;4
1743;Male;40;185321;5;Artist;0;7
1744;Female;17;186577;5;Healthcare;8;5
1745;Male;0;151298;5;Artist;0;6
1746;Female;2;101451;5;Healthcare;4;3
1747;Male;15;142776;5;Engineer;8;5
1748;Male;22;162598;5;Artist;8;3
1749;Female;37;146195;5;Healthcare;4;4
1750;Female;10;112818;5;Marketing;15;7
1751;Male;49;53509;5;Artist;5;4
1752;Female;52;70302;5;Executive;14;3
1753;Male;62;71795;5;Healthcare;8;1
1754;Male;41;76567;5;Doctor;16;1
1755;Female;23;73759;5;Doctor;0;7
1756;Female;52;93947;5;Healthcare;9;2
1757;Female;37;149095;5;Lawyer;1;2
1758;Female;16;93854;5;Healthcare;0;7
1759;Male;32;118280;5;Artist;0;5
1760;Male;91;94576;5;Artist;0;1
1761;Female;26;113707;5;Entertainment;0;5
1762;Female;66;178627;5;Healthcare;1;2
1763;Female;49;170188;5;Lawyer;1;6
1764;Male;74;91794;5;Entertainment;0;7
1765;Female;16;189072;5;Artist;6;3
1766;Female;3;158549;5;Executive;0;3
1767;Male;31;134263;5;Marketing;1;3
1768;Male;94;171677;5;Artist;0;6
1769;Female;3;117638;5;Healthcare;2;7
1770;Female;23;144916;5;Engineer;1;7
1771;Female;13;180786;5;Lawyer;1;5
1772;Female;57;87553;5;Artist;1;1
1773;Female;29;112240;5;Entertainment;0;4
1774;Female;74;92355;5;Entertainment;1;4
1775;Male;8;158123;5;Artist;1;1
1776;Female;62;70119;5;Artist;0;1
1777;Male;5;57265;5;Entertainment;7;7
1778;Male;4;141336;5;Homemaker;2;1
1779;Female;69;153217;5;Healthcare;1;6
1780;Female;9;158596;5;Artist;1;2
1781;Male;80;127335;5;Artist;6;6
1782;Female;50;183548;5;Entertainment;1;4
1783;Male;12;101388;5;Artist;0;2
1784;Female;25;106569;5;Engineer;1;3
1785;Male;77;93242;5;Entertainment;0;7
1786;Female;34;115184;5;Homemaker;1;4
1787;Female;0;147719;5;Lawyer;1;7
1788;Male;11;166247;5;Executive;1;2
1789;Female;67;121528;5;Healthcare;8;4
1790;Male;25;57535;5;Entertainment;1;7
1791;Female;6;146776;5;Lawyer;1;7
1792;Female;62;111859;5;Healthcare;6;1
1793;Female;43;185900;5;Homemaker;9;4
1794;Female;34;94029;5;Healthcare;1;4
1795;Female;15;81138;5;Healthcare;9;7
1796;Female;13;141580;5;Healthcare;0;4
1797;Female;88;171362;5;Executive;6;4
1798;Female;63;78971;5;Engineer;1;2
1799;Female;31;144582;5;Doctor;1;1
1800;Male;18;62362;5;Lawyer;7;3
1801;Female;52;167214;5;Homemaker;8;7
1802;Female;40;113739;5;Artist;5;7
1803;Female;95;72068;5;Healthcare;0;6
1804;Male;25;81367;5;Doctor;0;3
1805;Female;12;82382;5;Executive;1;3
1806;Female;2;145597;5;Artist;1;6
1807;Male;51;162072;5;Engineer;1;1
1808;Female;68;71467;5;Artist;5;7
1809;Male;18;185861;5;Artist;3;6
1810;Female;25;111379;5;Artist;0;2
1811;Male;5;83704;5;Entertainment;1;1
1812;Male;12;109618;5;Artist;7;3
1813;Female;5;169702;5;Doctor;5;1
1814;Male;59;97185;5;Entertainment;0;5
1815;Male;23;67535;5;Healthcare;7;6
1816;Female;41;87975;5;Homemaker;9;7
1817;Female;24;154787;5;Executive;3;5
1818;Female;17;109759;5;Artist;9;3
1819;Male;32;130697;5;Artist;1;2
1820;Male;24;77976;5;Artist;11;3
1821;Female;80;55712;5;Artist;5;6
1822;Male;8;151648;5;Healthcare;8;6
1823;Female;99;55972;5;Entertainment;1;7
1824;Female;99;145777;5;Executive;1;5
1825;Male;41;119259;5;Healthcare;1;5
1826;Male;55;99423;5;Healthcare;0;5
1827;Male;15;114061;5;Artist;2;5
1828;Female;96;168990;5;Doctor;9;5
1829;Male;60;162612;5;Engineer;1;6
1830;Female;1;111424;5;Entertainment;8;5
1831;Female;65;115299;5;Artist;6;3
1832;Male;6;93186;5;Entertainment;1;3
1833;Male;17;116822;5;Doctor;1;3
1834;Female;72;111587;5;Artist;7;4
1835;Male;47;65207;5;Healthcare;1;2
1836;Female;53;67916;5;Healthcare;0;6
1837;Female;82;99983;5;Executive;0;1
1838;Male;45;152226;5;Artist;4;4
1839;Male;23;146473;5;Artist;1;4
1840;Female;95;67398;5;Entertainment;2;5
1841;Male;91;94846;5;Engineer;0;5
1842;Male;44;90167;5;Engineer;0;3
1843;Female;7;172913;5;Executive;3;4
1844;Female;41;94316;5;Artist;0;6
1845;Female;96;64713;5;Entertainment;2;7
1846;Male;36;187305;5;Engineer;6;7
1847;Male;97;147301;5;Lawyer;1;5
1848;Female;85;92591;5;Artist;8;2
1849;Female;41;69730;5;Artist;1;4
1850;Female;84;133765;5;Artist;1;3
1851;Female;99;57677;5;Lawyer;0;5
1852;Female;43;140876;5;Entertainment;0;4
1853;Female;28;116644;5;Artist;6;3
1854;Female;86;145679;5;Lawyer;9;6
1855;Female;91;51733;5;Healthcare;0;5
1856;Female;87;129972;5;Executive;1;6
1857;Male;89;83953;5;Healthcare;0;3
1858;Male;55;65257;5;Doctor;2;3
1859;Male;64;163783;5;Healthcare;3;1
1860;Female;1;108342;5;Doctor;0;3
1861;Female;82;184481;5;Executive;0;2
1862;Female;16;60044;5;Artist;4;1
1863;Female;38;161130;5;Artist;8;3
1864;Female;40;179150;5;Artist;5;2
1865;Male;65;54431;5;Healthcare;1;7
1866;Female;88;168437;5;Artist;2;2
1867;Male;84;172523;5;Artist;6;2
1868;Male;89;100155;5;Healthcare;6;1
1869;Female;31;143241;5;Executive;4;7
1870;Female;81;125316;5;Lawyer;0;6
1871;Female;78;59784;5;Artist;3;3
1872;Female;59;158372;5;Artist;1;1
1873;Female;38;145704;5;Marketing;0;4
1874;Female;70;55875;5;Engineer;0;5
1875;Female;44;177513;5;Lawyer;1;5
1876;Female;87;100850;5;Doctor;0;3
1877;Female;8;186682;5;Entertainment;1;1
1878;Female;0;61228;5;Entertainment;1;6
1879;Female;2;138529;5;Healthcare;0;4
1880;Male;18;157757;5;Doctor;0;4
1881;Male;20;161156;5;Engineer;0;4
1882;Female;81;142013;5;Entertainment;3;4
1883;Female;98;51866;5;Artist;12;7
1884;Female;47;187898;5;Artist;6;2
1885;Female;83;115517;5;Healthcare;0;6
1886;Female;45;177368;5;Healthcare;1;2
1887;Male;15;131061;5;Healthcare;0;7
1888;Female;83;129507;5;Healthcare;4;7
1889;Female;12;149031;5;Artist;10;5
1890;Female;28;178285;5;Artist;4;7
1891;Female;95;159010;5;Lawyer;6;2
1892;Female;6;76164;5;Artist;6;2
1893;Male;42;53392;5;Artist;6;4
1894;Female;75;76474;5;Doctor;5;5
1895;Male;16;79257;5;Healthcare;6;2
1896;Female;45;114741;5;Artist;0;5
1897;Female;82;157994;5;Artist;1;1
1898;Male;13;175267;5;Healthcare;1;4
1899;Female;88;172369;5;Artist;6;6
1900;Female;64;89972;5;Artist;10;6
1901;Female;8;57605;5;Doctor;0;2
1902;Female;31;138644;5;Engineer;4;3
1903;Male;2;111618;5;Lawyer;6;5
1904;Male;36;163845;5;Doctor;5;7
1905;Female;21;123904;5;Artist;7;5
1906;Female;62;89801;5;Artist;5;4
1907;Female;68;75561;5;Healthcare;5;3
1908;Female;48;151519;5;Artist;7;2
1909;Female;20;92048;5;Healthcare;1;1
1910;Male;61;99980;5;Healthcare;10;1
1911;Male;2;110889;5;Executive;1;2
1912;Female;52;82478;5;Executive;10;1
1913;Female;58;119366;5;Engineer;4;2
1914;Female;1;90341;5;Doctor;0;2
1915;Female;67;118348;5;Engineer;1;7
1916;Male;56;137428;5;Artist;0;2
1917;Female;51;58006;5;Executive;1;5
1918;Male;93;121513;5;Engineer;0;6
1919;Female;64;146794;5;Healthcare;8;3
1920;Female;7;137354;5;Artist;8;7
1921;Female;12;63334;5;Artist;0;6
1922;Male;78;163514;5;Doctor;9;2
1923;Female;25;136146;5;Artist;6;6
1924;Male;9;130186;5;Artist;9;7
1925;Male;58;85908;5;Artist;5;4
1926;Female;16;75831;5;Healthcare;10;7
1927;Male;63;126380;5;Artist;6;1
1928;Male;27;80783;5;Artist;9;3
1929;Male;71;85908;5;Entertainment;5;4
1930;Female;88;139806;5;Entertainment;4;4
1931;Female;5;124702;5;Artist;10;3
1932;Female;80;178866;5;Artist;8;4
1933;Female;19;147052;5;Artist;9;4
1934;Female;97;167558;5;Artist;4;7
1935;Male;72;166043;5;Doctor;7;6
1936;Female;86;117203;5;Healthcare;10;3
1937;Male;19;179269;5;Entertainment;6;3
1938;Female;84;136254;5;Engineer;5;6
1939;Male;69;143987;5;Healthcare;10;5
1940;Female;41;91715;5;Entertainment;0;3
1941;Female;39;70280;5;Engineer;0;4
1942;Female;90;70030;5;Healthcare;1;2
1943;Female;92;166163;5;Engineer;8;5
1944;Male;90;182910;5;Entertainment;0;1
1945;Female;93;93964;5;Artist;4;2
1946;Female;3;136316;5;Executive;0;3
1947;Male;25;100964;5;Marketing;1;6
1948;Male;86;129914;5;Artist;1;3
1949;Female;56;138864;5;Artist;0;5
1950;Male;55;148875;5;Artist;0;4
1951;Male;91;82992;5;Entertainment;1;5
1952;Female;80;104820;5;Artist;2;4
1953;Male;74;164976;5;Entertainment;0;4
1954;Female;71;152910;5;Artist;1;6
1955;Male;30;173096;5;Healthcare;0;3
1956;Female;52;121172;5;Healthcare;5;4
1957;Male;17;131863;5;Artist;1;7
1958;Male;45;88707;5;Healthcare;0;5
1959;Male;15;188696;5;Homemaker;8;3
1960;Female;78;91213;5;Lawyer;3;5
1961;Female;83;166650;5;Healthcare;1;3
1962;Male;75;126469;5;Entertainment;1;2
1963;Male;82;150012;5;Healthcare;3;6
1964;Male;37;133850;5;Marketing;9;3
1965;Female;25;81640;5;Entertainment;1;6
1966;Female;9;146950;5;Doctor;6;5
1967;Male;15;128573;5;Executive;1;1
1968;Female;13;132374;5;Marketing;0;3
1969;Male;0;126060;5;Doctor;1;3
1970;Female;83;142720;5;Executive;0;1
1971;Female;18;149915;5;Doctor;14;1
1972;Male;9;124125;5;Artist;1;2
1973;Female;8;53306;5;Engineer;0;2
1974;Female;69;171118;5;Engineer;9;3
1975;Male;67;86289;5;Artist;1;5
1976;Female;5;142351;5;Entertainment;0;7
1977;Female;64;92812;5;Artist;5;7
1978;Female;22;153024;5;Artist;10;7
1979;Female;43;156567;5;Engineer;7;6
1980;Female;87;170333;5;Entertainment;4;2
1981;Male;75;172309;5;Executive;4;1
1982;Female;68;176884;5;Engineer;10;2
1983;Female;80;106709;5;Marketing;10;2
1984;Female;1;89473;5;Lawyer;10;4
1985;Female;70;57596;5;Artist;4;1
1986;Female;67;78489;5;Artist;7;5
1987;Male;94;65483;5;Marketing;10;7
1988;Male;43;103531;5;Artist;10;5
1989;Female;66;184060;5;Artist;10;5
1990;Female;32;185218;5;Healthcare;4;6
1991;Female;20;113767;5;Artist;6;2
1992;Female;90;62504;5;Artist;10;4
1993;Female;91;156574;5;Marketing;0;7
1994;Male;81;152602;5;Entertainment;0;1
1995;Female;84;56809;5;Healthcare;1;2
1996;Female;22;88729;5;Engineer;1;1
1997;Female;63;81199;5;Entertainment;1;2
1998;Female;44;173682;5;Artist;12;6
1999;Female;69;168710;5;Doctor;1;4
2000;Male;16;150193;5;Engineer;2;2
2001;Male;57;102692;5;Healthcare;0;2
2002;Female;63;155638;5;Artist;1;4
2003;Female;19;134644;5;Executive;1;2
2004;Female;39;61298;5;Artist;0;5
2005;Male;46;126228;5;Marketing;8;2
2006;Male;85;74081;5;Healthcare;4;3
2007;Female;68;53552;5;Marketing;7;6
2008;Female;92;174786;5;Executive;4;3
2009;Female;78;112887;5;Entertainment;9;6
2010;Female;97;75125;5;Executive;8;3
2011;Male;90;158280;5;Executive;6;7
2012;Female;58;149237;5;Entertainment;8;6
2013;Male;59;101698;5;Artist;9;3
2014;Male;73;142502;5;Doctor;5;1
2015;Female;88;146970;5;Artist;7;6
2016;Male;61;182176;5;Artist;9;5
2017;Female;76;124034;5;Executive;10;2
2018;Male;55;107099;5;Executive;4;6
2019;Male;45;140263;5;Entertainment;10;5
2020;Male;60;127438;5;Engineer;7;2
2021;Male;84;104589;5;Artist;10;2
2022;Male;0;165321;5;Doctor;8;1
2023;Male;63;59244;5;Artist;7;1
2024;Female;97;129444;5;Entertainment;5;6
2025;Female;19;54121;5;Engineer;6;3
2026;Male;37;153399;5;Entertainment;1;6
2027;Female;6;162858;5;Artist;0;1
2028;Female;95;66322;5;Artist;0;3
2029;Male;7;70749;5;Artist;13;3
2030;Male;54;65874;5;Artist;7;6
2031;Female;58;67097;5;Engineer;6;1
2032;Male;7;176349;5;Healthcare;8;2
2033;Female;15;181332;5;Artist;14;6
2034;Female;21;153885;5;Artist;6;6
2035;Male;93;120597;5;Artist;2;4
2036;Male;0;186002;5;Doctor;15;2
2037;Male;20;130813;5;Artist;17;5
2038;Female;11;59202;5;Healthcare;5;4
2039;Male;7;134008;5;Entertainment;2;1
2040;Male;76;155622;5;Healthcare;0;2
2041;Female;60;77857;5;Artist;1;6
2042;Female;60;81934;5;Healthcare;1;4
2043;Female;59;130511;5;Artist;3;4
2044;Female;54;144502;5;Lawyer;3;1
2045;Male;12;84547;5;Homemaker;3;3
2046;Male;41;65723;5;Artist;6;7
2047;Female;38;96794;5;Healthcare;6;3
2048;Female;20;111896;5;Executive;1;3
2049;Female;48;174109;5;Entertainment;0;1
2050;Female;37;148196;5;Artist;0;2
2051;Male;85;131742;5;Entertainment;1;1
2052;Female;78;59971;5;Homemaker;14;7
2053;Male;48;115832;5;Artist;2;2
2054;Male;57;152267;5;Engineer;9;5
2055;Female;84;151340;5;Artist;1;7
2056;Female;56;100271;5;Artist;1;5
2057;Male;99;164781;5;Engineer;0;2
2058;Female;25;156016;5;Artist;2;1
2059;Female;35;99300;5;Homemaker;5;2
2060;Male;89;57033;5;Artist;0;4
2061;Male;40;185321;5;Artist;0;7
2062;Female;17;186577;5;Healthcare;8;5
2063;Male;0;151298;5;Artist;0;6
2064;Female;2;101451;5;Healthcare;4;3
2065;Male;15;142776;5;Engineer;8;5
2066;Male;22;162598;5;Artist;8;3
2067;Female;37;146195;5;Healthcare;4;4
2068;Female;10;112818;5;Marketing;15;7
2069;Male;49;53509;5;Artist;5;4
2070;Female;52;70302;5;Executive;14;3
2071;Male;62;71795;5;Healthcare;8;1
2072;Male;41;76567;5;Doctor;16;1
2073;Female;23;73759;5;Doctor;0;7
2074;Female;52;93947;5;Healthcare;9;2
2075;Female;37;149095;5;Lawyer;1;2
2076;Female;16;93854;5;Healthcare;0;7
2077;Male;32;118280;5;Artist;0;5
2078;Male;91;94576;5;Artist;0;1
2079;Female;26;113707;5;Entertainment;0;5
2080;Female;66;178627;5;Healthcare;1;2
2081;Female;49;170188;5;Lawyer;1;6
2082;Male;74;91794;5;Entertainment;0;7
2083;Female;16;189072;5;Artist;6;3
2084;Female;3;158549;5;Executive;0;3
2085;Male;31;134263;5;Marketing;1;3
2086;Male;94;171677;5;Artist;0;6
2087;Female;3;117638;5;Healthcare;2;7
2088;Female;23;144916;5;Engineer;1;7
2089;Female;13;180786;5;Lawyer;1;5
2090;Female;57;87553;5;Artist;1;1
2091;Female;29;112240;5;Entertainment;0;4
2092;Female;74;92355;5;Entertainment;1;4
2093;Male;8;158123;5;Artist;1;1
2094;Female;62;70119;5;Artist;0;1
2095;Male;5;57265;5;Entertainment;7;7
2096;Male;4;141336;5;Homemaker;2;1
2097;Female;69;153217;5;Healthcare;1;6
2098;Female;9;158596;5;Artist;1;2
2099;Male;80;127335;5;Artist;6;6
2100;Female;50;183548;5;Entertainment;1;4
2101;Male;12;101388;5;Artist;0;2
2102;Female;25;106569;5;Engineer;1;3
2103;Male;77;93242;5;Entertainment;0;7
2104;Female;34;115184;5;Homemaker;1;4
2105;Female;0;147719;5;Lawyer;1;7
2106;Male;11;166247;5;Executive;1;2
2107;Female;67;121528;5;Healthcare;8;4
2108;Male;25;57535;5;Entertainment;1;7
2109;Male;37;153399;5;Entertainment;1;6
2110;Female;6;162858;5;Artist;0;1
2111;Female;95;66322;5;Artist;0;3
2112;Male;7;70749;5;Artist;13;3
2113;Male;54;65874;5;Artist;7;6
2114;Female;58;67097;5;Engineer;6;1
2115;Male;7;176349;5;Healthcare;8;2
2116;Female;15;181332;5;Artist;14;6
2117;Female;21;153885;5;Artist;6;6
2118;Male;93;120597;5;Artist;2;4
2119;Male;0;186002;5;Doctor;15;2
2120;Male;20;130813;5;Artist;17;5
2121;Female;11;59202;5;Healthcare;5;4
2122;Male;7;134008;5;Entertainment;2;1
2123;Male;76;155622;5;Healthcare;0;2
2124;Female;60;77857;5;Artist;1;6
2125;Female;60;81934;5;Healthcare;1;4
2126;Female;59;130511;5;Artist;3;4
2127;Female;54;144502;5;Lawyer;3;1
2128;Male;12;84547;5;Homemaker;3;3
2129;Male;41;65723;5;Artist;6;7
2130;Female;38;96794;5;Healthcare;6;3
2131;Female;20;111896;5;Executive;1;3
2132;Female;48;174109;5;Entertainment;0;1
2133;Female;37;148196;5;Artist;0;2
2134;Male;85;131742;5;Entertainment;1;1
2135;Female;78;59971;5;Homemaker;14;7
2136;Male;48;115832;5;Artist;2;2
2137;Male;57;152267;5;Engineer;9;5
2138;Female;84;151340;5;Artist;1;7
2139;Female;56;100271;5;Artist;1;5
2140;Male;99;164781;5;Engineer;0;2
2141;Female;25;156016;5;Artist;2;1
2142;Female;35;99300;5;Homemaker;5;2
2143;Male;89;57033;5;Artist;0;4
